nid,title,url,dept_nm_lvl_1,dept_nm_lvl_2,dept_nm_lvl_3,dept_nm_lvl_4,dept_nm_lvl_5,exec_yr,exec_month,expense_budget,expense_execution,category,dept_nm_full,exec_dt,exec_loc,exec_purpose,target_nm,payment_method,exec_amount
15777406,"2018년 7월 서울시본청_복지본부_자활지원과 업무추진비 내역",http://opengov.seoul.go.kr/public/15777406,서울시본청,복지본부,자활지원과,,,2018,7,,,,"복지본부 자활지원과","2018-07-27 12:46","신촌설렁탕(서울 강남구 봉은사로114길 32)","간담회 비용 지급(서울광역자활센터 운영 관련 업무협의)","총6명(자활지원과장 외 5명)",카드,95000
15777406,"2018년 7월 서울시본청_복지본부_자활지원과 업무추진비 내역",http://opengov.seoul.go.kr/public/15777406,서울시본청,복지본부,자활지원과,,,2018,7,,,,"복지본부 자활지원과","2018-07-25 12:48","금강산(서울 중구 세종대로20길15)","간담회 비용 지급(노숙인일자리지원 관련 업무협의)","총8명(자활지원과장 외 7명)",카드,132000
15777406,"2018년 7월 서울시본청_복지본부_자활지원과 업무추진비 내역",http://opengov.seoul.go.kr/public/15777406,서울시본청,복지본부,자활지원과,,,2018,7,,,,"복지본부 자활지원과","2018-07-24 19:21","교보문고(서울시 종로구 종로 1-1)","부서운영업무추진비 지출(도서구매)","부서원 17명",카드,30000
15777406,"2018년 7월 서울시본청_복지본부_자활지원과 업무추진비 내역",http://opengov.seoul.go.kr/public/15777406,서울시본청,복지본부,자활지원과,,,2018,7,,,,"복지본부 자활지원과","2018-07-23 12:12","(주)월향(서울 중구 세종대로21길 30)","간담회 비용 지급(자활사례관리 사업 활성화 관련 업무협의)","총5명(자활지원과장 외 4명)",카드,75000
15777406,"2018년 7월 서울시본청_복지본부_자활지원과 업무추진비 내역",http://opengov.seoul.go.kr/public/15777406,서울시본청,복지본부,자활지원과,,,2018,7,,,,"복지본부 자활지원과","2018-07-13 11:51","구팡돌 할매보쌈(서울 중구 덕수궁길7)","간담회 비용 지급(노숙인무료진료소 운영 관련 업무협의)","총3명(자활지원과장 외 2명)",카드,42000
15777406,"2018년 7월 서울시본청_복지본부_자활지원과 업무추진비 내역",http://opengov.seoul.go.kr/public/15777406,서울시본청,복지본부,자활지원과,,,2018,7,,,,"복지본부 자활지원과","2018-07-12 12:23","고봉삼계탕(서울 중구 명동7길 21)","간담회 비용 지급(서울광역자활센터 이전 관련 업무협의)","총7명(자활지원과장 외 6명)",카드,90000
15777406,"2018년 7월 서울시본청_복지본부_자활지원과 업무추진비 내역",http://opengov.seoul.go.kr/public/15777406,서울시본청,복지본부,자활지원과,,,2018,7,,,,"복지본부 자활지원과","2018-07-11 12:20","오양식관(서울 중구 세종대로21길 49)","간담회 비용 지급(종각역 노숙인 이동목욕차량 운영 관련 업무협의)","총5명(자활정책팀장 외 4명)",카드,63000
15777406,"2018년 7월 서울시본청_복지본부_자활지원과 업무추진비 내역",http://opengov.seoul.go.kr/public/15777406,서울시본청,복지본부,자활지원과,,,2018,7,,,,"복지본부 자활지원과","2018-07-09 12:42","샤이바나 광화문점(서울 중구 무교동 97)","간담회 비용 지급(자산형성사업 활성화 관련 업무협의)","총5명(자활지원과장 외 4명)",카드,64700
15777406,"2018년 7월 서울시본청_복지본부_자활지원과 업무추진비 내역",http://opengov.seoul.go.kr/public/15777406,서울시본청,복지본부,자활지원과,,,2018,7,,,,"복지본부 자활지원과","2018-07-04 12:16","(주)뚜리삼(서울 중구 청계천로 8)","간담회 비용 지급(여름철 쪽방촌 방역작업 관련 업무협의)","총6명(자활지원과장 외 5명)",카드,94000
15777406,"2018년 7월 서울시본청_복지본부_자활지원과 업무추진비 내역",http://opengov.seoul.go.kr/public/15777406,서울시본청,복지본부,자활지원과,,,2018,7,,,,"복지본부 자활지원과","2018-07-02 12:23","창고43(서울 중구 무교로 21)","간담회 비용 지급(노숙인등 여름철 특별보호대책 관련 업무협의)","총18명(자활지원과장 외 17명)",카드,220000
15786864,"2018년 7월 사업소_서북병원_간호부 업무추진비 내역",http://opengov.seoul.go.kr/public/15786864,사업소,서북병원,간호부,,,2018,7,10800000,3988350,,서북병원간호부,"2017-07-20 14:54","쿠팡㈜ 서울 송파구 송파대로 570","부서운영물품 구입","간호부 직원",카드,181340
15786864,"2018년 7월 사업소_서북병원_간호부 업무추진비 내역",http://opengov.seoul.go.kr/public/15786864,사업소,서북병원,간호부,,,2018,7,10800000,3988350,,서북병원간호부,"2018-07-26 12:26","롯데슈퍼999역촌2점(서울 은평구 갈현로11길 19)","민원접대용 커피 및 차종류 구입","간호부 직원 및 방문민원",카드,105510
15786864,"2018년 7월 사업소_서북병원_간호부 업무추진비 내역",http://opengov.seoul.go.kr/public/15786864,사업소,서북병원,간호부,,,2018,7,10800000,3988350,,서북병원간호부,"2018-07-17 15:36","도미노피자 은평점 (서울 은평구 역촌동 83-1)","상반기 민원응대 우수부서 관련 직원 격려","간호부 전직원",카드,904880
15786864,"2018년 7월 사업소_서북병원_간호부 업무추진비 내역",http://opengov.seoul.go.kr/public/15786864,사업소,서북병원,간호부,,,2018,7,10800000,3988350,,서북병원간호부,"2018-07-12 12:01","삼번가 돈가스 (서울 은평구 증산로21가길1)","불용물품 폐기 지원 인력 격려","사회복무요원 15명",카드,149500
15786865,"2018년 7월 사업소_상수도사업본부_구의아리수정수센터_정수과 업무추진비 내역",http://opengov.seoul.go.kr/public/15786865,사업소,상수도사업본부,구의아리수정수센터,정수과,,2018,7,,,,"구의아리수정수센터 정수과","2018-07-30 15:27","하이웨이마트 (광진구 광나루로 516)","부서운영 물품구입비 지급","정수과장 외 36명",카드,309500
15786865,"2018년 7월 사업소_상수도사업본부_구의아리수정수센터_정수과 업무추진비 내역",http://opengov.seoul.go.kr/public/15786865,사업소,상수도사업본부,구의아리수정수센터,정수과,,2018,7,,,,"구의아리수정수센터 정수과","2018-07-27 12:18","예신라삼계탕 (중구 청파로 464)","부서운영 간담회비 지급","정수과 직원 8명",카드,110000
15786866,"2018년 7월 사업소_보건환경연구원_물환경연구부 업무추진비 내역",http://opengov.seoul.go.kr/public/15786866,사업소,보건환경연구원,물환경연구부,,,2018,7,,,,물환경연구부,"2018-07-26 10:31","이마트 (서초구 매헌로 16)","부서운영 물품구매","수질화학팀장 등 9명",카드,99400
15786866,"2018년 7월 사업소_보건환경연구원_물환경연구부 업무추진비 내역",http://opengov.seoul.go.kr/public/15786866,사업소,보건환경연구원,물환경연구부,,,2018,7,,,,물환경연구부,"2018-07-23 13:10","이마트 (서초구 매헌로 16)","부서운영 물품구매","토양폐기물팀장 등 7명",카드,79200
15786866,"2018년 7월 사업소_보건환경연구원_물환경연구부 업무추진비 내역",http://opengov.seoul.go.kr/public/15786866,사업소,보건환경연구원,물환경연구부,,,2018,7,,,,물환경연구부,"2018-07-23 11:03","이마트 (서초구 매헌로 16)","부서운영 물품구매","물환경생태팀장 등 12명",카드,156640
15786866,"2018년 7월 사업소_보건환경연구원_물환경연구부 업무추진비 내역",http://opengov.seoul.go.kr/public/15786866,사업소,보건환경연구원,물환경연구부,,,2018,7,,,,물환경연구부,"2018-07-19 10:40","이마트 (서초구 매헌로 16)","부서운영 물품구매","먹는물분석팀장 등 10명",카드,108750
15797310,"2018년 7월 사업소_교통방송_라디오국_편성부 업무추진비 내역",http://opengov.seoul.go.kr/public/15797310,사업소,교통방송,라디오국,편성부,,2018,7,,,,"교통방송 라디오국","2018-07-26 10:08","스타벅스 상암디지털큐브점 (서울시 마포구 상암산로 34)","라디오국 프로그램 제작 회의를 위한 부서운영업무추진비 지급","라디오국장 외 직원2명",카드,32000
15797310,"2018년 7월 사업소_교통방송_라디오국_편성부 업무추진비 내역",http://opengov.seoul.go.kr/public/15797310,사업소,교통방송,라디오국,편성부,,2018,7,,,,"교통방송 라디오국","2018-07-18 15:21","드림마트(서울 마포구 상암동 1652번지 KBS미디어센터)","라디오국 부서운영물품(커피 외 4건) 구입을 위한 부서운영업무추진비 지급","라디오국장 외 직원31명",카드,180700
15797310,"2018년 7월 사업소_교통방송_라디오국_편성부 업무추진비 내역",http://opengov.seoul.go.kr/public/15797310,사업소,교통방송,라디오국,편성부,,2018,7,,,,"교통방송 라디오국","2018-07-17 20:32","바닷가작은부엌덕수궁점(서울시 중구 덕수궁길7,4층)","근로기준법 개정에 따른 방송근무자 해결방안 위한 시책추진업무추진비 지급","라디오국장 외 5명",카드,176000
15797310,"2018년 7월 사업소_교통방송_라디오국_편성부 업무추진비 내역",http://opengov.seoul.go.kr/public/15797310,사업소,교통방송,라디오국,편성부,,2018,7,,,,"교통방송 라디오국","2018-07-13 09:09","스타벅스 상암디지털큐브점 (서울시 마포구 상암산로 34)","라디오국 프로그램 제작 회의를 위한 부서운영업무추진비 지급","라디오국장 외 직원2명",카드,31000
15797310,"2018년 7월 사업소_교통방송_라디오국_편성부 업무추진비 내역",http://opengov.seoul.go.kr/public/15797310,사업소,교통방송,라디오국,편성부,,2018,7,,,,"교통방송 라디오국","2018-07-10 21:25","오시오청국장(서울 마포구 월드컵북로50길5)","하계휴가철 교통특집방송 제작 관련 간담회를 위한 부서운영업무추진비 지급","라디오국장 외 직원6명",카드,71000
15786868,"2018년 7월 서울시본청_서울혁신기획관_지역공동체담당관 업무추진비 내역",http://opengov.seoul.go.kr/public/15786868,서울시본청,서울혁신기획관,지역공동체담당관,,,2018,7,,,,"서울혁신기획관 지역공동체담당관","2018-07-26 17:52","산촌신쭈꾸미(서울 관악구 신림로 167)","관악 행복나무 마을활력소 인문학강의 관련 간담회 비용 지급","지역공동체담당관외 2인",카드,29700
15786868,"2018년 7월 서울시본청_서울혁신기획관_지역공동체담당관 업무추진비 내역",http://opengov.seoul.go.kr/public/15786868,서울시본청,서울혁신기획관,지역공동체담당관,,,2018,7,,,,"서울혁신기획관 지역공동체담당관","2018-07-30 12:31","텀브커피　무교동점(서울 중구 남대문로9길 40)","협치조정위원회 관련 간담회 비용 지급","지역공동체담당관외 5인",카드,22200
15786868,"2018년 7월 서울시본청_서울혁신기획관_지역공동체담당관 업무추진비 내역",http://opengov.seoul.go.kr/public/15786868,서울시본청,서울혁신기획관,지역공동체담당관,,,2018,7,,,,"서울혁신기획관 지역공동체담당관","2018-07-26 12:53","샐러드스탑　서울시청(서울 중구 남대문로9길 40)","한국마을지원센터연합 관련 간담회 비용 지급","지역공동체담당관외 4인",카드,18100
15786868,"2018년 7월 서울시본청_서울혁신기획관_지역공동체담당관 업무추진비 내역",http://opengov.seoul.go.kr/public/15786868,서울시본청,서울혁신기획관,지역공동체담당관,,,2018,7,,,,"서울혁신기획관 지역공동체담당관","2018-07-23 12:41","김씨도마(서울 종로구 사직로8길 42)","행안부 공공서비스추진단 주민자치제도 관련 간담회 비용 지급","지역공동체담당관외 4인",카드,72000
15786868,"2018년 7월 서울시본청_서울혁신기획관_지역공동체담당관 업무추진비 내역",http://opengov.seoul.go.kr/public/15786868,서울시본청,서울혁신기획관,지역공동체담당관,,,2018,7,,,,"서울혁신기획관 지역공동체담당관","2018-07-19 18:46","골드바틀　센터플레이(서울 중구 남대문로9길 40)","서울혁신기획관 국 과장회의 관련 간담회 비용 지급","지역공동체담당관외 1인",카드,8000
15786868,"2018년 7월 서울시본청_서울혁신기획관_지역공동체담당관 업무추진비 내역",http://opengov.seoul.go.kr/public/15786868,서울시본청,서울혁신기획관,지역공동체담당관,,,2018,7,,,,"서울혁신기획관 지역공동체담당관","2018-07-13 12:27","창고４３무교점／(서울 중구 무교로 21)","제282회 정례회(행자위 상임위)관련 간담회 개최비용 지급","지역공동체담당관외 4인",카드,62000
15786868,"2018년 7월 서울시본청_서울혁신기획관_지역공동체담당관 업무추진비 내역",http://opengov.seoul.go.kr/public/15786868,서울시본청,서울혁신기획관,지역공동체담당관,,,2018,7,,,,"서울혁신기획관 지역공동체담당관","2018-07-12 12:42","참숯골(서울 중구 무교로 16)","마을 일자리/일거리 창출을 위한 간담회비 지급","지역공동체담당관외 10인",카드,115000
15786868,"2018년 7월 서울시본청_서울혁신기획관_지역공동체담당관 업무추진비 내역",http://opengov.seoul.go.kr/public/15786868,서울시본청,서울혁신기획관,지역공동체담당관,,,2018,7,,,,"서울혁신기획관 지역공동체담당관","2018-07-04 12:46","남포면옥(서울 중구 을지로3길 24)","협치자문회의(7월 4일)","지역공동체담당관외 1인",카드,21000
15786869,"2018년 7월 사업소_상수도사업본부_강남수도사업소_현장민원과 업무추진비 내역",http://opengov.seoul.go.kr/public/15786869,사업소,상수도사업본부,강남수도사업소,현장민원과,,2018,7,,,,강남수도사업소현장민원과,"2018-07-23 12:20",강남구남부순환로2738(청국장과보리밥),간담회비용지급,"현장민원과장 등 10명",카드,104000
15786869,"2018년 7월 사업소_상수도사업본부_강남수도사업소_현장민원과 업무추진비 내역",http://opengov.seoul.go.kr/public/15786869,사업소,상수도사업본부,강남수도사업소,현장민원과,,2018,7,,,,강남수도사업소현장민원과,"2018-07-19 12:13",강남구논현로28길42(오복미역),간담회비용지급,"현장민원과장 등 6명",카드,66000
15786869,"2018년 7월 사업소_상수도사업본부_강남수도사업소_현장민원과 업무추진비 내역",http://opengov.seoul.go.kr/public/15786869,사업소,상수도사업본부,강남수도사업소,현장민원과,,2018,7,,,,강남수도사업소현장민원과,"2018-07-12 19:23","강남구개포로25길 12(남도맛집)",간담회비용지급,"현장민원과장 등 7명",카드,90000
15786869,"2018년 7월 사업소_상수도사업본부_강남수도사업소_현장민원과 업무추진비 내역",http://opengov.seoul.go.kr/public/15786869,사업소,상수도사업본부,강남수도사업소,현장민원과,,2018,7,,,,강남수도사업소현장민원과,"2018-07-03 12:16","강남구개포동 1215-1(밀란)",간담회비용지급,"현장민원과장 등 4명",카드,40000
15786870,"2018년 7월 사업소_은평병원_진료부 업무추진비 내역",http://opengov.seoul.go.kr/public/15786870,사업소,은평병원,진료부,,,2018,7,3210000,1256150,,"은평병원 진료기획팀","2018-07-18 12:10","신비로마트 은평구 응암동 402-5 1층","어린이낮병원 여름캠프 관련 직원격려 물품구입비","어린이낮병원 정서형외 40명",카드,129600
15786870,"2018년 7월 사업소_은평병원_진료부 업무추진비 내역",http://opengov.seoul.go.kr/public/15786870,사업소,은평병원,진료부,,,2018,7,3210000,1256150,,"은평병원 진료기획팀","2018-07-13 12:35","봉평메밀막국수 은평구 응암로 263","치료정원 리모델링 관련 직원격려 간담회비","진료부장 하지혜외 8명",카드,81000
15786870,"2018년 7월 사업소_은평병원_진료부 업무추진비 내역",http://opengov.seoul.go.kr/public/15786870,사업소,은평병원,진료부,,,2018,7,3210000,1256150,,"은평병원 진료기획팀","2018-07-11 12:08","신비로마트 은평구 응암동 402-5 1층","진료부 내방객 접대용차류 등 구입비","원은영외 진료부직원  58명",카드,437500
15807360,"2018년 7월 사업소_상수도사업본부_강남수도사업소_행정지원과 업무추진비 내역",http://opengov.seoul.go.kr/public/15807360,사업소,상수도사업본부,강남수도사업소,행정지원과,,2018,7,,,,강남수도사업소행정지원과,"2018-07-31 12:08","신촌설렁탕 (강남구 논현로)","현장근무 직원 격려 간담회","소장 등 13명",카드,165000
15807360,"2018년 7월 사업소_상수도사업본부_강남수도사업소_행정지원과 업무추진비 내역",http://opengov.seoul.go.kr/public/15807360,사업소,상수도사업본부,강남수도사업소,행정지원과,,2018,7,,,,강남수도사업소행정지원과,"2018-07-30 19:31","원참치 (강남구 남부순환로)","2018년 하반기 타실국 전출직원 격려 간담회","소장 등 4명",카드,45000
15807360,"2018년 7월 사업소_상수도사업본부_강남수도사업소_행정지원과 업무추진비 내역",http://opengov.seoul.go.kr/public/15807360,사업소,상수도사업본부,강남수도사업소,행정지원과,,2018,7,,,,강남수도사업소행정지원과,"2018-07-30 12:22","으뜸속초맛집 (강남구 논현로)","2018년 하반기 6급이하 공무원 인사발령 관련 직원 간담회","소장 등 8명",카드,105000
15807360,"2018년 7월 사업소_상수도사업본부_강남수도사업소_행정지원과 업무추진비 내역",http://opengov.seoul.go.kr/public/15807360,사업소,상수도사업본부,강남수도사업소,행정지원과,,2018,7,,,,강남수도사업소행정지원과,"2018-07-24 19:18","신촌설렁탕 (강남구 논현로)","2019년도 에산편성(안)작성 관련 직원격려 간담회","소장 등 4명",카드,58000
15807360,"2018년 7월 사업소_상수도사업본부_강남수도사업소_행정지원과 업무추진비 내역",http://opengov.seoul.go.kr/public/15807360,사업소,상수도사업본부,강남수도사업소,행정지원과,,2018,7,,,,강남수도사업소행정지원과,"2018-07-23 09:51","지수마트 (관악구 조원중앙로)","회의 및 민원응대시 필요한 물품 구입","직원, 민원인",카드,107500
15807360,"2018년 7월 사업소_상수도사업본부_강남수도사업소_행정지원과 업무추진비 내역",http://opengov.seoul.go.kr/public/15807360,사업소,상수도사업본부,강남수도사업소,행정지원과,,2018,7,,,,강남수도사업소행정지원과,"2018-07-20 22:05","으뜸속초맛집 (강남구 논현로)","2018년 하반기 본부 5급 인사발령관련 직원간담회","소장 등 6명",카드,117000
15807360,"2018년 7월 사업소_상수도사업본부_강남수도사업소_행정지원과 업무추진비 내역",http://opengov.seoul.go.kr/public/15807360,사업소,상수도사업본부,강남수도사업소,행정지원과,,2018,7,,,,강남수도사업소행정지원과,"2018-07-20 00:00","인천적십자병원 장례식장","소속 상근직원 시부사망 부의금",소장,현금,50000
15807360,"2018년 7월 사업소_상수도사업본부_강남수도사업소_행정지원과 업무추진비 내역",http://opengov.seoul.go.kr/public/15807360,사업소,상수도사업본부,강남수도사업소,행정지원과,,2018,7,,,,강남수도사업소행정지원과,"2018-07-17 20:15","마오양재동 (서초구 양재동)","2018년 하반기 승진예정자 직원 격려 간담회","소장 등 7명",카드,185000
15807360,"2018년 7월 사업소_상수도사업본부_강남수도사업소_행정지원과 업무추진비 내역",http://opengov.seoul.go.kr/public/15807360,사업소,상수도사업본부,강남수도사업소,행정지원과,,2018,7,,,,강남수도사업소행정지원과,"2018-07-16 12:22","백마김씨네 (강남구 남부순환로)","주요 현안업무 추진 담당자 간담회","소장 등 2명",카드,34000
15807360,"2018년 7월 사업소_상수도사업본부_강남수도사업소_행정지원과 업무추진비 내역",http://opengov.seoul.go.kr/public/15807360,사업소,상수도사업본부,강남수도사업소,행정지원과,,2018,7,,,,강남수도사업소행정지원과,"2018-07-11 20:37","초밥집 (강남구 논현로)","2018년 아리수토탈서비스 업무담당자 간담회","소장 등 5명",카드,118000
15807360,"2018년 7월 사업소_상수도사업본부_강남수도사업소_행정지원과 업무추진비 내역",http://opengov.seoul.go.kr/public/15807360,사업소,상수도사업본부,강남수도사업소,행정지원과,,2018,7,,,,강남수도사업소행정지원과,"2018-07-10 19:30","칠성식당 (강남구 논현로)","2018년 7월 정례사업소장 회의자료 작성관련 직원 간담회","소장 등 5명",카드,90000
15807360,"2018년 7월 사업소_상수도사업본부_강남수도사업소_행정지원과 업무추진비 내역",http://opengov.seoul.go.kr/public/15807360,사업소,상수도사업본부,강남수도사업소,행정지원과,,2018,7,,,,강남수도사업소행정지원과,"2018-07-03 08:57","㈜한국문화진흥 (강남구 신사동)","2018년 7월 생일직원 문화상품권 구입",소장,카드,253120
15807360,"2018년 7월 사업소_상수도사업본부_강남수도사업소_행정지원과 업무추진비 내역",http://opengov.seoul.go.kr/public/15807360,사업소,상수도사업본부,강남수도사업소,행정지원과,,2018,7,,,,강남수도사업소행정지원과,"2018-07-02 21:48","사계솔 (강남구 논현로)","2018년 누수복구 비상소집 응소상태 점검관련 직원간담회","소장 등 4명",카드,54000
15786872,"2018년 7월 소방재난본부(소방서)_소방재난본부_재난대응과 업무추진비 내역",http://opengov.seoul.go.kr/public/15786872,소방재난본부(소방서),소방재난본부,재난대응과,,,2018,7,,,,"소방재난본부 재난대응과","2018-07-27 15:26","동바오 (중구 남산동2가6-1)","119안심도움call센터전문의용소방대원격려 간담회","재난대응과장 외 11명",카드,184800
15786872,"2018년 7월 소방재난본부(소방서)_소방재난본부_재난대응과 업무추진비 내역",http://opengov.seoul.go.kr/public/15786872,소방재난본부(소방서),소방재난본부,재난대응과,,,2018,7,,,,"소방재난본부 재난대응과","2018-07-26 19:51","흑돈애 (중구 삼일대로4길 19)","소방조직활성화및구급정책발전방향에관한 간담회","재난대응과장 외 19명",카드,500000
15786872,"2018년 7월 소방재난본부(소방서)_소방재난본부_재난대응과 업무추진비 내역",http://opengov.seoul.go.kr/public/15786872,소방재난본부(소방서),소방재난본부,재난대응과,,,2018,7,,,,"소방재난본부 재난대응과","2018-07-24 12:32","동심 (중구 퇴계로27길 12-4)","전현직의용소방대연합회장격려및의소대사기진작을위한 간담회","재난대응과장 외 9명",카드,300000
15786872,"2018년 7월 소방재난본부(소방서)_소방재난본부_재난대응과 업무추진비 내역",http://opengov.seoul.go.kr/public/15786872,소방재난본부(소방서),소방재난본부,재난대응과,,,2018,7,,,,"소방재난본부 재난대응과","2018-07-16 13:11","구팡돌할매보쌈 (중구 덕수궁길7 오천회관빌딩)","제282회시의호임시회도시안전건설위원화 간담회","재난대응과장 외 11명",카드,250000
15786872,"2018년 7월 소방재난본부(소방서)_소방재난본부_재난대응과 업무추진비 내역",http://opengov.seoul.go.kr/public/15786872,소방재난본부(소방서),소방재난본부,재난대응과,,,2018,7,,,,"소방재난본부 재난대응과","2018-07-13 12:05","두레박전집 (도봉구 방학로8길 3)","소방사각지대소방안전대책추진협의 간담회","재난대응과장 외 11명",카드,300000
15786872,"2018년 7월 소방재난본부(소방서)_소방재난본부_재난대응과 업무추진비 내역",http://opengov.seoul.go.kr/public/15786872,소방재난본부(소방서),소방재난본부,재난대응과,,,2018,7,,,,"소방재난본부 재난대응과","2018-07-02 12:32","동심 (중구 퇴계로27길 12-4)","소방역량강화를위한의용소방대활성화대책관련 간담회","재난대응과장 외 8명",카드,240000
15786873,"2018년 7월 사업소_상수도사업본부_서부수도사업소_급수운영과 업무추진비 내역",http://opengov.seoul.go.kr/public/15786873,사업소,상수도사업본부,서부수도사업소,급수운영과,,2018,7,,,,서부수도사업소급수운영과,"1970-01-01 09:00","전주이맛콩나물국밥 (서대문구 홍제동 31 1층)","8~9급주무관 업무간담회",이병운외7명,카드,197000
15786874,"2018년 7월 보건환경연구원 대기환경연구부 업무추진비 내역",http://opengov.seoul.go.kr/public/15786874,사업소,보건환경연구원,대기환경연구부,,,2018,7,,,,"보건환경연구원 대기환경연구부","2018-07-24 12:46","㈜이마트 양재점(서초구 매헌로 16)","부서운영 물품 구매","입자연구팀장 등 6명",카드,53730
15786874,"2018년 7월 보건환경연구원 대기환경연구부 업무추진비 내역",http://opengov.seoul.go.kr/public/15786874,사업소,보건환경연구원,대기환경연구부,,,2018,7,,,,"보건환경연구원 대기환경연구부","2018-07-11 12:59","㈜이마트 양재점(서초구 매헌로 16)","부서운영 물품 구매","기후대기팀장 등 9명",카드,108710
15786874,"2018년 7월 보건환경연구원 대기환경연구부 업무추진비 내역",http://opengov.seoul.go.kr/public/15786874,사업소,보건환경연구원,대기환경연구부,,,2018,7,,,,"보건환경연구원 대기환경연구부","2018-07-10 15:00","㈜이마트 양재점(서초구 매헌로 16)","부서운영 물품 구매","시민생활연구팀장 등 6명",카드,53800
15786874,"2018년 7월 보건환경연구원 대기환경연구부 업무추진비 내역",http://opengov.seoul.go.kr/public/15786874,사업소,보건환경연구원,대기환경연구부,,,2018,7,,,,"보건환경연구원 대기환경연구부","2018-07-09 14:12","㈜이마트 양재점(서초구 매헌로 16)","부서운영 물품 구매","대기측정관리팀장 등 19명",카드,171120
15786874,"2018년 7월 보건환경연구원 대기환경연구부 업무추진비 내역",http://opengov.seoul.go.kr/public/15786874,사업소,보건환경연구원,대기환경연구부,,,2018,7,,,,"보건환경연구원 대기환경연구부","2018-07-09 14:06","㈜이마트 양재점(서초구 매헌로 16)","부서운영 물품 구매","대기화학팀장 등 9명",카드,82400
15786874,"2018년 7월 보건환경연구원 대기환경연구부 업무추진비 내역",http://opengov.seoul.go.kr/public/15786874,사업소,보건환경연구원,대기환경연구부,,,2018,7,,,,"보건환경연구원 대기환경연구부","2018-07-06 14:57","㈜이마트 양재점(서초구 매헌로 16)","부서운영 물품 구매","실내환경팀장 등 14명",카드,122320
15786875,"2018년 7월 사업소_상수도사업본부_남부수도사업소_급수운영과 업무추진비 내역",http://opengov.seoul.go.kr/public/15786875,사업소,상수도사업본부,남부수도사업소,급수운영과,,2018,7,2916500,2798490,,"남부수도 사업소 급수운영과","2018-07-27 12:02","고집 (영등포구 여의대방로 10길 38)","유수율업무  추진을 위한  간담회","급수운영과장외 9명",카드,84000
15786875,"2018년 7월 사업소_상수도사업본부_남부수도사업소_급수운영과 업무추진비 내역",http://opengov.seoul.go.kr/public/15786875,사업소,상수도사업본부,남부수도사업소,급수운영과,,2018,7,2916500,2798490,,"남부수도 사업소 급수운영과","2018-07-16 12:08","김가네 (영등포구 여의대방로 10길 38)","현안업무  추진을 위한  간담회","급수운영과장외 9명",카드,78900
15786875,"2018년 7월 사업소_상수도사업본부_남부수도사업소_급수운영과 업무추진비 내역",http://opengov.seoul.go.kr/public/15786875,사업소,상수도사업본부,남부수도사업소,급수운영과,,2018,7,2916500,2798490,,"남부수도 사업소 급수운영과","2018-07-13 12:02","고집 (영등포구 여의대방로 10길 38)","유수율업무  추진을 위한  간담회","급수운영과장외 8명",카드,61000
15786875,"2018년 7월 사업소_상수도사업본부_남부수도사업소_급수운영과 업무추진비 내역",http://opengov.seoul.go.kr/public/15786875,사업소,상수도사업본부,남부수도사업소,급수운영과,,2018,7,2916500,2798490,,"남부수도 사업소 급수운영과","2018-07-09 12:02","고집 (영등포구 여의대방로 10길 38)","급수공사업무  추진을 위한  간담회","급수운영과장외 8명",카드,70000
15786875,"2018년 7월 사업소_상수도사업본부_남부수도사업소_급수운영과 업무추진비 내역",http://opengov.seoul.go.kr/public/15786875,사업소,상수도사업본부,남부수도사업소,급수운영과,,2018,7,2916500,2798490,,"남부수도 사업소 급수운영과","2018-07-05 10:59","㈜엠엠피아이 (송파구 중대로  300)","내방민원 접대 및 회의진행","급수운영과  전직원",카드,229920
15786876,"2018년 7월 소방재난본부(소방서)_소방학교_구조구급교육센터 업무추진비 내역",http://opengov.seoul.go.kr/public/15786876,소방재난본부(소방서),소방학교,구조구급교육센터,,,2018,7,,,,"서울소방학교 구조구급교육센터","2018-07-25 12:00","곱창쟁이 (도봉구 방학동)","소통 및  사기진작","센터장 등 12명",카드,250000
15786877,"2018년 7월 서울시본청_도시재생본부_주거환경개선과 업무추진비 내역",http://opengov.seoul.go.kr/public/15786877,서울시본청,도시재생본부,주거환경개선과,,,2018,7,,,,"도시재생본부 주거환경개선과","2018-07-24 19:40","만복림 (중구 무교로)","""서울특별시 빈집 및 소규모주택정비에 관한 조례"" 제정 조례(안) 관련 간담회비 지급","이동호주무관외 4명",카드,86000
15786877,"2018년 7월 서울시본청_도시재생본부_주거환경개선과 업무추진비 내역",http://opengov.seoul.go.kr/public/15786877,서울시본청,도시재생본부,주거환경개선과,,,2018,7,,,,"도시재생본부 주거환경개선과","2018-07-24 12:31","곤드레 (중구 세종대로)","""온동네 경제공동체 활성화사업"" 공모심사 관련 간담회비 지급","한민영주무관외 4명",카드,60000
15786877,"2018년 7월 서울시본청_도시재생본부_주거환경개선과 업무추진비 내역",http://opengov.seoul.go.kr/public/15786877,서울시본청,도시재생본부,주거환경개선과,,,2018,7,,,,"도시재생본부 주거환경개선과","2018-07-20 12:22","창고43 (중구 무교동)","주거환경관리사업 주민대표모임 정례화 준비 T/F팀 구성(안) 관련 간담회비 지급","박용구주무관외 6명",카드,129000
